fileno,observation,ucl_alpha_0.01,ucl_alpha_0.02,ucl_alpha_0.12000000000000001,ucl_alpha_0.22,ucl_alpha_0.32000000000000006,ucl_alpha_0.42000000000000004,ucl_alpha_0.52,ucl_alpha_0.6200000000000001,ucl_alpha_0.7200000000000001,ucl_alpha_0.8200000000000001,ucl_alpha_0.92,filename,test_younger,train_younger,difference
13052,143.22102640656703,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,13052_GeraldineChaplin_66_f.jpg,1,1,1
13052,143.22102640656703,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,284.25766586099314,13052_GeraldineChaplin_66_f.jpg,1,1,1
13417,128.96401584524938,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,13417_DanielleDarrieux_36_f.jpg,1,1,1
13417,128.96401584524938,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,444.54223230577657,13417_DanielleDarrieux_36_f.jpg,1,1,1
13419,96.62361297308587,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,13419_DanielleDarrieux_38_f.jpg,1,1,1
13419,96.62361297308587,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,782.8878425223123,13419_DanielleDarrieux_38_f.jpg,1,1,1
13420,111.58906834326649,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,13420_DanielleDarrieux_40_f.jpg,1,1,1
13420,111.58906834326649,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,459.53860287488766,13420_DanielleDarrieux_40_f.jpg,1,1,1
13436,155.80187254537117,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,13436_DanielleDarrieux_64_f.jpg,1,1,1
13436,155.80187254537117,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,198.0656718152349,13436_DanielleDarrieux_64_f.jpg,1,1,1
13437,149.04759311916155,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,13437_DanielleDarrieux_65_f.jpg,1,1,1
13437,149.04759311916155,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,51.9772132574471,13437_DanielleDarrieux_65_f.jpg,1,1,1
13522,87.03936144927354,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,13522_HelenHayes_31_f.jpg,0,1,0
13522,87.03936144927354,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,3355.7599124359617,13522_HelenHayes_31_f.jpg,0,1,0
